Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,active_addresses,hash_rate,tx_count,miners_revenue,google_interest,time_frame
2025-06-01,657.92,662.44,647.12,660.66,361412.11,BNB,236358144.5682,628080,-1.3983333333333334e-05,56.0,,839539043.1681639,256072.0,43808675.73054219,90.0,1d
2025-06-02,660.65,667.24,649.61,665.93,434626.8,BNB,285845661.4828,699227,0.0,64.0,,,,,,1d
2025-06-03,665.93,673.76,656.66,661.33,449486.17,BNB,299302662.1727,650835,0.0,64.0,,,,,,1d
2025-06-04,661.33,671.83,660.64,662.93,396008.48,BNB,264299735.7331,590242,0.0,62.0,,795352777.73826,337037.0,41910547.6862086,,1d
2025-06-05,662.93,670.74,622.05,632.9,880284.36,BNB,572076168.9043,1137886,0.0,57.0,,,,,,1d
2025-06-06,632.9,651.12,628.56,642.25,518637.65,BNB,333135202.4732,757483,-0.00011468333333333335,45.0,,,,,,1d
2025-06-07,642.26,653.54,639.13,650.41,288186.53,BNB,186749646.4818,484110,-2.0889999999999998e-05,52.0,,902662279.4965969,290718.0,47398989.35463319,,1d
2025-06-08,650.41,656.19,646.21,651.64,242049.05,BNB,157566159.512,383235,-1.7126666666666666e-05,62.0,,,,,86.0,1d
2025-06-09,651.65,667.76,647.52,665.61,401145.08,BNB,263397483.2052,576179,-5.586e-05,62.0,,,,,,1d
2025-06-10,665.61,674.59,656.77,673.66,596903.36,BNB,396836026.8275,846218,-9.466666666666667e-06,71.0,,1066782693.9505239,428797.0,58400130.58904057,,1d
2025-06-11,673.67,674.43,662.06,667.58,479501.21,BNB,320782774.0768,734454,0.0,72.0,,,,,,1d
2025-06-12,667.59,670.24,651.42,654.41,472428.82,BNB,313120763.7375,784639,0.0,71.0,,,,,,1d
2025-06-13,654.41,659.7,637.55,655.04,656867.84,BNB,426766011.9347,1009261,-2.8896666666666667e-05,61.0,,915286926.7622839,351499.0,48859546.300097495,,1d
2025-06-14,655.03,655.05,638.37,645.23,294994.11,BNB,190647010.4307,509497,-8.221666666666667e-05,63.0,,,,,,1d
2025-06-15,645.23,651.76,642.36,647.92,247482.81,BNB,160255386.9463,462179,-5.1093333333333334e-05,60.0,,,,,88.0,1d
2025-06-16,647.93,659.62,646.0,650.74,344752.07,BNB,225703836.7312,548026,0.0,61.0,,917456209.4405266,361092.0,49380099.58294062,,1d
2025-06-17,650.74,659.25,640.0,648.04,548283.83,BNB,357357792.9803,785297,0.0,68.0,,,,,,1d
2025-06-18,648.04,654.19,636.69,644.33,498276.26,BNB,321310024.2651,739343,-5.8546666666666666e-05,52.0,,,,,,1d
2025-06-19,644.33,646.43,638.24,644.51,267450.95,BNB,171917373.8018,463855,-2.284666666666667e-05,57.0,,798061223.2804582,308332.0,42106155.08953161,,1d
2025-06-20,644.52,654.0,637.88,641.68,459301.24,BNB,296157545.2041,607893,0.0,54.0,,,,,,1d
2025-06-21,641.69,644.96,620.91,628.75,463181.21,BNB,294067748.6591,665015,-5.024e-05,49.0,,,,,,1d
2025-06-22,628.75,635.41,600.91,615.72,771802.31,BNB,476561777.909,1115391,-4.178333333333334e-05,42.0,,672382290.480386,265421.0,34173347.374878295,85.0,1d
2025-06-23,615.72,642.56,614.86,640.02,702895.58,BNB,439378962.987,995852,0.0,47.0,,,,,,1d
2025-06-24,640.02,643.9,635.75,643.3,366832.98,BNB,234720882.1975,571977,-9.766666666666668e-05,65.0,,,,,,1d
2025-06-25,643.29,653.09,641.41,646.1,556507.34,BNB,359553064.6847,674902,0.0,66.0,,898604369.5205159,387919.0,48334581.60969528,,1d
2025-06-26,646.1,649.94,640.73,642.05,312360.97,BNB,201627218.5995,515810,0.0,74.0,,,,,,1d
2025-06-27,642.05,648.45,638.58,645.56,260803.54,BNB,168134955.2443,421630,0.0,65.0,,,,,,1d
2025-06-28,645.57,648.99,644.0,648.38,130000.31,BNB,84006091.7152,264391,0.0,65.0,,911172262.800523,388943.0,49716381.355829924,,1d
2025-06-29,648.37,656.06,646.46,654.96,204184.44,BNB,132750001.2222,357554,0.0,68.0,,,,,82.0,1d
2025-06-30,654.96,660.0,651.19,656.99,311402.68,BNB,204031535.5557,506108,0.0,66.0,,,,,,1d
2025-07-01,656.99,659.2,643.65,646.11,291724.16,BNB,189716681.8595,473313,0.0,64.0,,779081248.5096745,325613.0,45807660.2879142,,1d
2025-07-02,646.12,664.88,643.5,659.97,382879.99,BNB,251987600.2254,561589,0.0,63.0,,,,,,1d
2025-07-03,659.96,665.0,656.56,663.9,307349.05,BNB,203221196.9954,528793,0.0,73.0,,,,,,1d
2025-07-04,663.9,664.4,650.08,653.39,287088.14,BNB,188473224.4027,498467,0.0,73.0,,924432227.709241,366873.0,54347747.508406095,,1d
2025-07-05,653.38,656.76,651.72,655.99,151159.11,BNB,98945860.5766,300244,0.0,67.0,,,,,,1d
2025-07-06,656.0,664.89,653.22,663.12,285320.92,BNB,188388629.3189,407785,0.0,66.0,,,,,86.0,1d
2025-07-07,663.12,663.2,656.5,661.04,240143.07,BNB,158667964.046,402066,0.0,73.0,,877919914.3653797,360355.0,52453309.478894114,,1d
2025-07-08,661.05,662.64,657.24,660.52,262127.28,BNB,172981340.612,408104,0.0,65.0,,,,,,1d
2025-07-09,660.52,671.94,658.41,668.88,369372.61,BNB,245361947.3828,492907,0.0,66.0,,,,,,1d
2025-07-10,668.89,688.13,667.12,686.3,523184.88,BNB,353542616.0569,610078,0.0,71.0,,994200697.7250328,446575.0,60482809.52680318,,1d
2025-07-11,686.3,697.78,683.01,690.4,686984.04,BNB,474213336.1737,864131,0.0,71.0,,,,,,1d
2025-07-12,690.4,697.38,679.47,686.1,373521.41,BNB,257258216.1861,599527,7.15e-06,79.0,,,,,,1d
2025-07-13,686.1,694.47,685.3,692.33,256169.77,BNB,176975050.4151,423622,0.0,74.0,,859946006.057642,399761.0,53264048.43253949,87.0,1d
2025-07-14,692.33,708.0,686.01,689.11,697502.14,BNB,487195509.1551,870788,3.146666666666667e-05,74.0,,,,,,1d
2025-07-15,689.1,693.54,675.0,690.37,543593.97,BNB,371190744.9191,789443,0.0,73.0,,,,,,1d
2025-07-16,690.37,715.99,685.43,709.13,636689.7,BNB,446629640.8687,814517,0.0,70.0,,822284137.1792051,399196.0,49061620.40880899,,1d
2025-07-17,709.13,728.4,707.08,721.11,1062916.76,BNB,763266406.8725,1240569,1.5606666666666667e-05,74.0,,,,,,1d
2025-07-18,721.1,766.26,718.91,730.39,1413209.2,BNB,1046980638.2837,1657987,7.661333333333334e-05,73.0,,,,,,1d
2025-07-19,730.39,742.94,718.95,733.43,565705.53,BNB,414300782.5972,812932,0.0,74.0,,891330896.7896729,426040.0,55140355.74943248,,1d
2025-07-20,733.43,762.04,731.67,757.31,698636.07,BNB,523447640.8821,871688,4.036666666666666e-06,72.0,,,,,91.0,1d
2025-07-21,757.32,782.76,746.29,766.51,952173.7,BNB,729467661.2871,1188121,5.445333333333333e-05,71.0,,,,,,1d
2025-07-22,766.52,789.48,745.0,787.6,1005296.57,BNB,768618588.919,1226574,3.550666666666667e-05,72.0,,941546721.960922,421750.0,56703249.71929671,,1d
2025-07-23,787.6,810.55,752.5,776.92,2174747.27,BNB,1711879462.6428,2011391,0.00017227333333333332,74.0,,,,,,1d
2025-07-24,776.88,786.93,742.61,771.15,1153929.43,BNB,886952287.7546,1360600,1.3026666666666667e-05,71.0,,,,,,1d
2025-07-25,771.16,786.5,752.26,785.98,862077.9,BNB,661954107.5462,1167666,6.030000000000001e-06,70.0,,1004316503.4249833,427905.0,61024159.251095384,,1d
2025-07-26,785.98,799.0,778.81,793.61,403647.62,BNB,317546794.1377,570799,4.816666666666666e-05,72.0,,,,,,1d
2025-07-27,793.57,848.0,791.16,844.8,1093029.43,BNB,894441073.0569,1167215,7.479e-05,73.0,,,,,91.0,1d
