Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,active_addresses,hash_rate,tx_count,miners_revenue,google_interest,time_frame
2025-03-30,602.6,612.8,593.01,601.95,563384.55,BNB,340353450.9618,825824,-0.0003473833333333333,32.0,,774723551.6474054,305206.0,35801263.66273607,78.0,1d
2025-03-31,601.96,609.0,586.48,604.63,854268.82,BNB,512375139.7763,1094507,-0.00010724,34.0,,,,,,1d
2025-04-01,604.62,618.05,604.23,610.93,1408845.71,BNB,862087297.9167,1247181,-0.00026572333333333336,34.0,,,,,,1d
2025-04-02,610.94,612.04,583.98,590.08,1261896.27,BNB,759040342.0336,1457056,-2.7953333333333332e-05,44.0,,972645626.8857933,399055.0,47226883.76620056,,1d
2025-04-03,590.09,609.72,578.24,592.43,1459211.71,BNB,869503886.366,1490576,-0.00023260999999999998,25.0,,,,,,1d
2025-04-04,592.42,600.45,584.8,597.84,745865.93,BNB,442618369.8534,1042795,0.0,28.0,,,,,,1d
2025-04-05,597.85,599.25,588.88,593.11,285833.34,BNB,170001909.6835,471281,0.0,30.0,,948981343.907835,293474.0,43634314.67975655,,1d
2025-04-06,593.11,593.93,544.0,555.35,1017294.88,BNB,577653369.6766,1200236,0.0,34.0,,,,,76.0,1d
2025-04-07,555.35,567.97,509.59,554.63,1954449.46,BNB,1068127558.1847,2394969,0.0,23.0,,,,,,1d
2025-04-08,554.63,565.68,547.43,553.72,820262.08,BNB,457681354.2504,1189572,0.0,24.0,,924148329.2792498,363972.0,38266546.404310316,,1d
2025-04-09,553.73,585.86,534.4,582.12,1295600.09,BNB,728402746.8663,1631187,0.0,18.0,,,,,,1d
2025-04-10,582.13,583.44,565.98,577.79,1079915.33,BNB,621817513.5821,1165786,0.0,39.0,,,,,,1d
2025-04-11,577.8,589.9,575.53,585.84,516951.57,BNB,301341919.1747,730647,0.0,25.0,,893947403.4858105,405030.0,39052696.81422857,,1d
2025-04-12,585.84,599.99,583.56,597.11,464684.15,BNB,275197495.7048,660019,-0.00011182,43.0,,,,,,1d
2025-04-13,597.11,598.46,579.17,584.06,442529.13,BNB,260108416.3955,703788,-1.9086666666666665e-05,45.0,,,,,77.0,1d
2025-04-14,584.06,592.8,582.83,584.09,454731.12,BNB,267332711.1858,668112,-6.179333333333334e-05,31.0,,899987588.6444983,441688.0,39919630.5512658,,1d
2025-04-15,584.09,591.11,578.95,579.11,414127.89,BNB,242592468.1821,582296,-3.0016666666666663e-05,38.0,,,,,,1d
2025-04-16,579.11,586.53,575.62,582.68,461405.32,BNB,268183421.6824,717286,-7.593666666666667e-05,29.0,,,,,,1d
2025-04-17,582.68,593.0,580.62,590.36,405995.01,BNB,238311561.1137,611332,0.0,30.0,,924148329.2792498,557181.0,40902380.75468962,,1d
2025-04-18,590.36,595.5,586.14,591.53,453578.76,BNB,268027157.7627,590341,-9.374666666666666e-05,33.0,,,,,,1d
2025-04-19,591.52,593.97,587.15,591.56,315265.34,BNB,186186529.3804,468238,-0.0002529533333333333,32.0,,,,,,1d
