Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,active_addresses,hash_rate,tx_count,miners_revenue,google_interest,time_frame
2025-01-01,93548.8,95161.2,92796.5,94580.9,91236.66,BTC,8572615379.7751,1804360,0.0001,66.0,,,,,,1d
2025-01-02,94580.9,97822.4,94357.4,96967.5,181645.495,BTC,17520373569.6746,3485887,0.0001,70.0,,911368528.6131656,402440.0,50856759.022372745,,1d
2025-01-03,96967.6,98949.0,96061.5,98145.7,125220.674,BTC,12191508268.3213,2447503,8.414e-05,74.0,,,,,,1d
2025-01-04,98145.7,98760.9,97438.2,98173.2,71914.634,BTC,7047067115.1575,1425236,6.165666666666668e-05,73.0,,,,,,1d
2025-01-05,98173.2,98852.6,97227.0,98340.2,74949.289,BTC,7346604757.8706,1416760,9.44e-05,72.0,,851338266.2494245,433954.0,49028390.2707316,48.0,1d
2025-01-06,98340.2,102444.0,97872.6,102180.4,207493.329,BTC,20828553113.3948,3872847,0.0001,76.0,,,,,,1d
2025-01-07,102180.5,102762.1,96153.0,96920.3,258711.309,BTC,25560001123.228,4469033,9.060666666666666e-05,78.0,,,,,,1d
2025-01-08,96920.2,97242.2,92500.0,95014.1,262012.113,BTC,24890488875.3657,5034341,0.0001,70.0,,682162072.3152436,399976.0,38731743.14653424,,1d
2025-01-09,95014.0,95358.7,91055.8,92505.9,257760.902,BTC,23994411572.6975,4976061,6.43e-05,69.0,,,,,,1d
2025-01-10,92506.0,95882.5,92173.6,94675.5,261942.954,BTC,24636484066.7169,4889944,3.661333333333333e-05,50.0,,,,,,1d
2025-01-11,94675.6,94988.0,93802.1,94562.5,64661.763,BTC,6101597708.5398,1369972,4.1143333333333336e-05,69.0,,753106927.8360293,361190.0,41261535.49680089,,1d
2025-01-12,94562.4,95444.0,93661.1,94499.9,77298.133,BTC,7302019629.8369,1571748,4.955333333333333e-05,62.0,,,,,49.0,1d
2025-01-13,94499.9,95934.5,88909.0,94485.3,361150.49,BTC,33357739608.8299,6407451,4.3786666666666665e-05,61.0,,,,,,1d
2025-01-14,94485.4,97353.9,94305.4,96514.9,212859.661,BTC,20455516830.0708,4065158,9.832000000000001e-05,63.0,,845551490.8919123,352684.0,48024069.39001907,,1d
2025-01-15,96514.9,100658.9,96450.2,100460.0,222417.566,BTC,21890262973.6529,4026826,6.542666666666667e-05,70.0,,,,,,1d
2025-01-16,100460.0,100850.0,97293.6,99937.4,216802.52,BTC,21512694586.0727,3912749,4.298e-05,75.0,,,,,,1d
2025-01-17,99937.4,105784.0,99902.0,104042.5,249449.969,BTC,25723721360.3901,4489396,5.8049999999999995e-05,75.0,,823589114.5051093,425661.0,49088495.97809198,,1d
2025-01-18,104042.6,104962.1,102242.8,104524.3,167940.092,BTC,17403566499.7749,3308318,8.902333333333334e-05,77.0,,,,,,1d
2025-01-19,104524.3,106450.0,99600.0,101311.5,280949.178,BTC,29174848452.0504,5347056,0.0001,77.0,,,,,65.0,1d
2025-01-20,101311.5,110000.0,99501.0,102247.6,530508.18,BTC,55636481995.3162,10954393,0.0001,76.0,,834570302.6985108,350291.0,52231151.07326733,,1d
2025-01-21,102247.7,107241.6,100097.2,106114.5,273296.828,BTC,28422391304.195,6773872,0.0001,76.0,,,,,,1d
2025-01-22,106115.4,106390.0,103211.6,103664.9,151243.528,BTC,15829573488.171,3771385,0.0001,84.0,,,,,,1d
2025-01-23,103664.9,106840.2,101211.0,103864.1,418154.019,BTC,43515004634.5494,8556453,9.09e-05,75.0,,746720797.1512991,326010.0,45141421.668283015,,1d
2025-01-24,103864.0,107076.5,102680.0,104808.1,165746.95,BTC,17435123504.2742,3964568,5.8036666666666666e-05,75.0,,,,,,1d
2025-01-25,104808.0,105274.7,104040.6,104702.0,65630.163,BTC,6869072101.7618,1653111,7.326333333333333e-05,75.0,,,,,,1d
2025-01-26,104702.0,105496.9,102450.3,102560.1,75787.087,BTC,7903655326.0526,1627122,8.935333333333333e-05,73.0,,752211391.2479999,309651.0,45984551.185417086,48.0,1d
2025-01-27,102560.0,103216.5,97680.0,102021.3,325689.874,BTC,32694557659.0746,7400145,4.298e-05,71.0,,,,,,1d
2025-01-28,102021.3,103797.0,100235.0,101279.6,169917.261,BTC,17380446310.6614,3946858,7.854e-05,72.0,,,,,,1d
2025-01-29,101279.7,104755.0,101269.7,103698.2,169989.952,BTC,17464739221.2713,3968545,9.983000000000001e-05,72.0,,832962291.0549035,355332.0,50806098.81323439,,1d
2025-01-30,103698.1,106450.0,103224.5,104676.9,136967.4,BTC,14403072504.9993,3003472,9.029666666666666e-05,70.0,,,,,,1d
2025-01-31,104676.9,106000.0,101509.0,102379.7,172237.817,BTC,17878626999.9051,3554639,7.075e-05,76.0,,,,,,1d
2025-02-01,102379.8,102734.9,100215.0,100603.6,90863.091,BTC,9240331525.5912,2078447,6.478333333333334e-05,68.0,,988806848.7361435,357439.0,59813383.882176995,,1d
2025-02-02,100603.6,101426.0,96029.6,97664.5,232934.693,BTC,22949597609.4826,4938568,2.7810000000000003e-05,60.0,,,,,48.0,1d
2025-02-03,97664.5,102456.0,91130.3,101293.7,455088.034,BTC,43861859909.7187,9447064,8.281666666666667e-05,44.0,,,,,,1d
2025-02-04,101293.6,101729.3,96100.0,97709.9,262746.203,BTC,26009379200.5607,5493800,4.516666666666666e-05,72.0,,703987484.6980155,308619.0,41194953.77868615,,1d
2025-02-05,97710.0,99124.2,96106.1,96553.2,151379.666,BTC,14787603373.4395,3469799,1.9743333333333335e-05,54.0,,,,,,1d
2025-02-06,96553.2,99093.0,95613.5,96515.1,161521.013,BTC,15732382004.6025,3536819,2.6170000000000002e-05,49.0,,,,,,1d
2025-02-07,96515.0,100112.4,95555.0,96454.5,223373.629,BTC,21837468262.4659,4285021,6.713e-05,44.0,,929693395.8225701,498394.0,56217352.926798366,,1d
2025-02-08,96454.5,96850.0,95600.0,96411.9,69050.432,BTC,6644122527.1204,1556064,-8.796666666666667e-06,44.0,,,,,,1d
2025-02-09,96412.0,97301.7,94650.1,96423.6,101177.286,BTC,9736102711.9428,2020676,5.437333333333333e-05,46.0,,,,,35.0,1d
