Date,symbol,Open,High,Low,Close,Volume,funding_Rate,fear_greed_index,hash_rate,tx_count,miners_revenue,pct_change,log_return
2025-06-11,BNB,-0.5103765026068883,-0.5109066824833742,-0.5101103985293978,-0.5105960075314382,-0.8304794735889223,-0.34615084510204797,1.1057999458829668,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.9025324347593622,-0.0090662993152899
2025-06-12,BNB,-0.5105126370865735,-0.5109992924535843,-0.5103519531398569,-0.5108907415486489,-0.8354291472958345,-0.34615084510204797,1.0333992510412187,0.029362350230797443,0.05605294794548498,0.032344790742260744,-1.9727972677431984,-0.0199251669348351
2025-06-13,BNB,-0.5108077443961544,-0.5112322540492921,-0.5106668368284911,-0.5108766426548871,-0.7256400677723385,-0.6262503724100202,0.3093923026237371,-0.4784661611257987,-1.6139875695399215,-1.2706962486883757,0.0962699225256269,0.0009622361275491
2025-06-14,BNB,-0.5107938622617129,-0.511335031223869,-0.5106482207776851,-0.5110961825720349,-0.9922974051564012,-1.1430887665521732,0.45419369230723344,0.029362350230797443,0.05605294794548498,0.032344790742260744,-1.4976184660478675,-0.0150894600926652
2025-06-15,BNB,-0.5110132895480477,-0.5114077488377095,-0.510557637798763,-0.5110359825335918,-1.0507947970105893,-0.8414058404390647,0.23699160778198897,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.4169055995536297,0.0041603895604748
2025-06-16,BNB,-0.5109528350916085,-0.5112340222587471,-0.5104750006951848,-0.5109728731996104,-0.9403767864138841,-0.34615084510204797,0.3093923026237371,-0.43922599750494007,-1.3806576265817707,-1.1149894844358783,0.4352389183849947,0.0043429449315044
2025-06-17,BNB,-0.5108899176758328,-0.5112422002274769,-0.5106112157010828,-0.5110332970300181,-0.7858282346144319,-0.34615084510204797,0.8161971665159742,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.4149122537419059,-0.0041577540300214
2025-06-18,BNB,-0.510950372132272,-0.5113540394755113,-0.5106863609793366,-0.5111163238488374,-0.8176856048689959,-0.9136520675772152,-0.3422139509519963,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.5724955249675867,-0.0057414056211201
2025-06-19,BNB,-0.5110334410335273,-0.5115255557926546,-0.5106511721028129,-0.511112295593477,-1.0249477634362938,-0.5676068561954661,0.019789523256744504,-2.7502778783753783,-2.7494425355625376,-3.4562881189339203,0.0279359955302371,0.0002793209415758
2025-06-20,BNB,-0.5110291868310373,-0.5113582389729671,-0.5106593450031668,-0.5111756287194228,-0.8448162310362843,-0.34615084510204797,-0.19741256126849996,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.4390932646506695,-0.004400601104004
2025-06-21,BNB,-0.5110925520576013,-0.5115580466413918,-0.5110446064448483,-0.5114649917294861,-0.8420141532167861,-0.8331343582622461,-0.5594160354772407,0.029362350230797443,0.05605294794548498,0.032344790742260744,-2.015023064455801,-0.0203560156447201
2025-06-22,BNB,-0.5113822856377209,-0.5117691266450929,-0.5114986564645084,-0.5117565926591943,-0.6719287774173195,-0.7511626774708832,-1.066220899369478,-5.590753639481093,-4.048071872624598,-6.523311925887759,-2.0723658051689853,-0.0209414066720752
2025-06-23,BNB,-0.5116740343663886,-0.5116110929250445,-0.5111819565757955,-0.5112127781855252,-0.7030805437925316,-0.34615084510204797,-0.704217425160737,0.029362350230797443,0.05605294794548498,0.032344790742260744,3.9465991034886017,0.0387071111235727
2025-06-24,BNB,-0.5111299442584358,-0.5115814754166718,-0.5107077013302606,-0.5111393744211782,-0.9196974451240726,-1.2928478286207454,0.5989950819907298,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.512483984875467,0.0051117525515081
2025-06-25,BNB,-0.5110567271945262,-0.5113783523555187,-0.5105792051746968,-0.5110767126711259,-0.7808692520306456,-0.34615084510204797,0.671395776832478,-0.7833817810171376,-0.759645745700109,-1.4294117345371853,0.4352557127312417,0.0043431121471652
2025-06-26,BNB,-0.5109938097787506,-0.5114479756028127,-0.5105946428753653,-0.5111673484167373,-0.9732426256297642,-0.34615084510204797,1.2506013355664631,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.6268379507816224,-0.0062881082868369
2025-06-27,BNB,-0.5110844914634094,-0.5114809085039137,-0.5106434532524786,-0.5110887974372074,-1.0333315240190948,-0.34615084510204797,0.5989950819907298,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.546686395140572,0.0054519748903387
2025-06-28,BNB,-0.5110056767646443,-0.5114689730900918,-0.5105204056971507,-0.511025688103226,-1.265246611531122,-0.34615084510204797,0.5989950819907298,-0.5531525041292084,-0.7368009879945814,-1.0152718937315268,0.4368300390358737,0.0043587870608673
2025-06-29,BNB,-0.5109429832542628,-0.5113127075794985,-0.5104645575447326,-0.5108784329906029,-1.1148559891034204,-0.34615084510204797,0.8161971665159742,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.0148369783151925,0.0100972208397037
2025-06-30,BNB,-0.5107954295994723,-0.5112256232638355,-0.510357174715083,-0.5108330032218149,-0.9742661169424595,-0.34615084510204797,0.671395776832478,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.3099425919140142,0.0030946326004295
2025-07-01,BNB,-0.5107499768044458,-0.5112433053583864,-0.5105283515724948,-0.5110764888791614,-0.9960103870732195,-0.34615084510204797,0.5265943871489817,-3.1492676208882227,-2.2768848079136452,-2.218338204699703,-1.656037382608566,-0.0166990297440112
2025-07-02,BNB,-0.5109933619679622,-0.5111177624870752,-0.5105317569476423,-0.510766313216402,-0.9054357025281483,-0.34615084510204797,0.45419369230723344,0.029362350230797443,0.05605294794548498,0.032344790742260744,2.145145563448958,0.0212246115173165
2025-07-03,BNB,-0.5106834769023627,-0.5111151101728926,-0.5102352622848042,-0.5106783629743642,-0.9786306803442896,-0.34615084510204797,1.178200640724715,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.5954816128005636,0.0059371562831859
2025-07-04,BNB,-0.5105952581770403,-0.5111283717438057,-0.5103823744911741,-0.5109135683290251,-1.0013464833148986,-0.34615084510204797,1.178200640724715,-0.313662783285722,-1.2430217188774804,0.2933677087042285,-1.5830697394185855,-0.0159573412360189
2025-07-05,BNB,-0.510830806651759,-0.5112972357467666,-0.510345142389562,-0.5108553824182621,-1.2150163440333617,-0.34615084510204797,0.7437964716742261,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.3979246697990435,0.0039713504363658
2025-07-06,BNB,-0.5107721434384735,-0.5111175414608934,-0.5103110886380875,-0.5106958187475931,-1.0034032844302136,-0.34615084510204797,0.671395776832478,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.0869068126038606,0.0108104243578103
2025-07-07,BNB,-0.5106127227977895,-0.511154894885632,-0.5102366244348633,-0.5107423674762034,-1.060823234383729,-0.34615084510204797,1.178200640724715,-1.169400729636348,-1.3983625212711026,-0.22791752315065844,-0.3136687175775199,-0.0031416168903419
2025-07-08,BNB,-0.5106590712143929,-0.5111672723518177,-0.5102198245841358,-0.510754004658356,-1.03164510287673,-0.34615084510204797,0.5989950819907298,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.0786639235144548,-0.0007869487981412
2025-07-09,BNB,-0.5106709382002864,-0.5109617180026638,-0.5101932626579857,-0.5105669145760567,-0.9173992854557689,-0.34615084510204797,0.671395776832478,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.26566947253679,0.0125772682470148
2025-07-10,BNB,-0.5104835293853249,-0.5106038766141905,-0.5099955238744238,-0.5101770689739451,-0.8014368012195002,-0.34615084510204797,1.0333992510412187,0.892413842097888,0.4605690428759087,1.8648165142219577,2.604353546226524,0.0257101780727864
2025-07-11,BNB,-0.5100937100939893,-0.5103905863486707,-0.5096347811338039,-0.5100853142685111,-0.710707683384701,-0.34615084510204797,1.0333992510412187,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.5974063820486597,0.0059562898546291
2025-07-12,BNB,-0.5100019088823594,-0.5103994273959461,-0.5097151479872837,-0.5101815448132345,-0.913678734125055,-0.27684487139393854,1.612604809775204,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.6228273464658152,-0.006247750072373
2025-07-13,BNB,-0.5100981882018737,-0.5104637460148749,-0.5095827924065528,-0.5100421224193679,-1.0393030402882983,-0.34615084510204797,1.2506013355664631,-1.5122930835597705,-0.4990674715421834,-0.002561968129473274,0.9080308992858166,0.0090393308630721
2025-07-14,BNB,-0.509958695141275,-0.5101646975907833,-0.5095666736308548,-0.5101141834319282,-0.7056463526597397,-0.041139939831860164,1.2506013355664631,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.4650961246804308,-0.0046618106201445
2025-07-15,BNB,-0.5100310165836079,-0.5104843014497903,-0.5098166281666777,-0.5100859856444047,-0.7886897496727108,-0.34615084510204797,1.178200640724715,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.1828445386077737,0.0018267758146497
2025-07-16,BNB,-0.5100025805985421,-0.5099880976714565,-0.509579841081425,-0.5096661519190536,-0.7360330038092773,-0.34615084510204797,0.9609985561994705,-2.2546368942444643,-0.5113236583447187,-1.210056174668835,2.717383432072662,0.0268111808105146
2025-07-17,BNB,-0.5095825340789868,-0.5097138041797361,-0.5090883319351429,-0.5093980491456152,-0.5653214579566354,-0.1948731906025756,1.2506013355664631,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.6893940462256565,0.0167528249637427
2025-07-18,BNB,-0.5093145193221064,-0.5088769990551163,-0.508819761348514,-0.5091903702025844,-0.47043840807001347,0.3964731640854517,1.178200640724715,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.2869049104852204,0.0127869465302054
2025-07-19,BNB,-0.5091065112108767,-0.5093924321112742,-0.5088188532484748,-0.5091223374453846,-0.7754086012814362,-0.34615084510204797,1.2506013355664631,-0.9180989477802338,0.05264193117990289,0.5060955106401248,0.4162159941948795,0.0041535221139771
2025-07-20,BNB,-0.509038443971034,-0.5089702721038721,-0.508530077435971,-0.5085879222342234,-0.7051052674990691,-0.30702285714842537,1.1057999458829668,0.029362350230797443,0.05605294794548498,0.032344790742260744,3.255934445004982,0.0320405206662813
2025-07-21,BNB,-0.5085035339842443,-0.5085123058550046,-0.5081981668715995,-0.5083820336269086,-0.6019709246133003,0.1816731113061922,1.0333992510412187,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.2148261610172906,0.0120750637020387
2025-07-22,BNB,-0.5082975410215627,-0.5083637762607773,-0.5082274530978675,-0.5079100563738354,-0.5838866587714019,-0.0019796414009843415,1.1057999458829668,-0.009584385442078963,-0.035058762726245654,0.9167453357002096,2.751431814327288,0.027142602223788
2025-07-23,BNB,-0.5078255484505485,-0.5078980740955438,-0.508057184340495,-0.5081490661918924,-0.3268547444500559,1.3237192402974007,1.2506013355664631,0.029362350230797443,0.05605294794548498,0.032344790742260744,-1.3560182833925905,-0.0136529618010384
2025-07-24,BNB,-0.5080655750331515,-0.5084201379371582,-0.5082817120752169,-0.5082781941553931,-0.5379550119389487,-0.2198814999965507,1.0333992510412187,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.7426762086186423,-0.0074544777943086
2025-07-25,BNB,-0.5081936489186449,-0.5084296420629792,-0.508062632940731,-0.50794631067208,-0.6350819216907615,-0.28770119175101305,0.9609985561994705,1.0602217247091785,0.09049315747201524,1.995736099885805,1.923101860857157,0.0190484396432253
2025-07-26,BNB,-0.507861821124412,-0.508153359335622,-0.5074598815396322,-0.5077755574031871,-0.887841032108949,0.12073555120666105,1.1057999458829668,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.970762614824805,0.0096608098848764
2025-07-27,BNB,-0.5076918769301997,-0.5070703310443813,-0.5071795056524921,-0.5066299663370508,-0.5560157909782384,0.3787993330279523,1.178200640724715,0.029362350230797443,0.05605294794548498,0.032344790742260744,6.450271543957342,0.0625077562542717
2025-07-28,BNB,-0.5065468247441626,-0.5067661990181063,-0.5065020630231594,-0.5070847116088596,-0.4129182222146725,0.7867514188261823,1.3230020304082113,-0.39541604914556916,1.4787346816230964,1.0966674770676745,-2.4053030303030187,-0.0243470283720827
2025-07-29,BNB,-0.506999785356668,-0.5073428563266466,-0.5069649670182027,-0.5075023074145658,-0.4949695066343544,0.09795666474315665,1.178200640724715,0.029362350230797443,0.05605294794548498,0.032344790742260744,-2.2632447118183574,-0.0228924920760755
2025-07-30,BNB,-0.507417592822281,-0.5078598365660776,-0.5077554681024309,-0.5077652629728214,-0.5351907680043047,0.19837762804609563,1.2506013355664631,0.029362350230797443,0.05605294794548498,0.032344790742260744,-1.4581420168275794,-0.0146887739336058
2025-07-31,BNB,-0.5076804577550944,-0.5077997174446046,-0.5073872335364866,-0.5079977828239087,-0.5713247225706863,-0.08841016805328863,1.1057999458829668,0.6027863148020524,1.1796844826506867,1.075528098802576,-1.3084488773030256,-0.0131708448064299
2025-08-01,BNB,-0.5079135432704767,-0.5082223195043704,-0.5082274530978675,-0.508580537099396,-0.5056136212929683,-0.16343509623521407,0.5989950819907298,0.029362350230797443,0.05605294794548498,0.032344790742260744,-3.322784810126578,-0.033792434975262
2025-08-02,BNB,-0.5084963690116293,-0.5087839470325423,-0.5085039695598405,-0.5090431150899613,-0.6922287793285175,-0.3145188878711673,-0.1250118664267518,0.029362350230797443,0.05605294794548498,0.032344790742260744,-2.728208647906649,-0.0276611529907916
2025-08-03,BNB,-0.5089591814614804,-0.5091108447555516,-0.5085582285371899,-0.5087199594932625,-0.8841104323338737,-0.22734522024203943,-0.26981325611024815,0.7100762781318325,-3.477693652769983,1.3651588309065557,1.9593741943362497,0.0194042557443792
2025-08-04,BNB,-0.5086360859776221,-0.5087943352630909,-0.508101227192402,-0.508328771139364,-0.8273363201980708,-0.34615084510204797,0.5265943871489817,0.029362350230797443,0.05605294794548498,0.032344790742260744,2.326293235384136,0.0229964748190283
2025-08-05,BNB,-0.5082444754431327,-0.5087934511583634,-0.5082181450724645,-0.5086268620360418,-0.8010024983316121,-0.34615084510204797,0.23699160778198897,0.029362350230797443,0.05605294794548498,0.032344790742260744,-1.732367438775373,-0.0174754850688592
2025-08-06,BNB,-0.5085429413336269,-0.5086752021510546,-0.5081958966215011,-0.5083052729830944,-0.8216588182607549,-0.24052789496134416,-0.19741256126849996,-0.5101309807727581,1.3738216192500516,-0.29246806988874025,1.901875405323139,0.018840158441427
2025-08-07,BNB,-0.5082209653767397,-0.5083746065436897,-0.5077783976284238,-0.5078789492907736,-0.7832524724797768,-0.2114161549562129,0.3817929974654853,0.029362350230797443,0.05605294794548498,0.032344790742260744,2.47421877029379,0.0244410567606009
2025-08-08,BNB,-0.507794425600752,-0.508153359335622,-0.5074078928123812,-0.5077733194835424,-0.7807429681446081,-0.34615084510204797,1.2506013355664631,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.5982331841975164,0.0059645087419831
2025-08-09,BNB,-0.5076885183492863,-0.507692298720208,-0.5071402303257916,-0.5076513528629047,-0.7477297099376435,-0.16841090973220654,0.7437964716742261,-3.86019340881459,-1.0272894458589663,-2.9392828033634717,0.6866487760013085,0.0068430207954393
2025-08-10,BNB,-0.5075664899094369,-0.5077767307216884,-0.5071145764996807,-0.5074613534850673,-0.8391224433675482,-0.24023710066606538,0.8885978613577223,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.0623654837579544,0.0105676203280189
2025-08-11,BNB,-0.5073766181351389,-0.5075075208321514,-0.5071808678025511,-0.5075148397645763,-0.6025863535582785,0.11592129009593465,0.9609985561994705,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.2959202624899348,-0.0029635897219974
2025-08-12,BNB,-0.5074303554297516,-0.5072325642618855,-0.5070310312960633,-0.5068929218953063,-0.6641651227466122,-0.34615084510204797,0.8161971665159742,-1.1020604131447176,-1.238535033861944,0.15642305535002568,3.451059285199798,0.033928457737308
2025-08-13,BNB,-0.5068078984338221,-0.5068050996261182,-0.5063243024404623,-0.5065516391494853,-0.5548205382537889,1.0996783910240497,1.178200640724715,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.8306224116199528,0.0181406824386113
2025-08-14,BNB,-0.506466666613032,-0.506580758051504,-0.5065020630231594,-0.5067194831228399,-0.41571931540481266,0.6339228614192026,1.3230020304082113,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.8841211835435625,-0.0088805272509477
2025-08-15,BNB,-0.5066350434694848,-0.5069379363614316,-0.50668822353122,-0.5070059368373652,-0.645310737588689,-0.34615084510204797,0.23699160778198897,-1.4690770619423168,0.1409740932727468,-0.504193308792152,-1.5223596574690743,-0.0153406651774816
2025-08-16,BNB,-0.5069209706579029,-0.5072537827753465,-0.5064021720188341,-0.5067604370523384,-0.9226746606035112,-0.34615084510204797,-0.052611171585003655,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.3248792270531329,0.0131617945892579
2025-08-17,BNB,-0.5066751225350501,-0.5067060798966333,-0.5061079476060943,-0.5063802145046992,-0.7466717157264872,-0.3350360409269479,0.5265943871489817,0.029362350230797443,0.05605294794548498,0.032344790742260744,2.025102208660612,0.0200486971034292
2025-08-18,BNB,-0.50629515508106,-0.506824991982488,-0.5064069395440406,-0.5065681997548562,-0.6475447060780238,-0.24065713687035697,0.23699160778198897,0.8368903423862152,1.051746680998316,1.1728199303893911,-0.981354268891077,-0.0098620128691159
2025-08-19,BNB,-0.50648301170681,-0.5069686590007138,-0.5064509823959475,-0.5070856067767174,-0.6597991923259934,-0.34615084510204797,-0.052611171585003655,0.029362350230797443,0.05605294794548498,0.032344790742260744,-2.7278304780782303,-0.0276572652337343
2025-08-20,BNB,-0.5070004570728507,-0.5063188420259692,-0.5065579111755775,-0.506072500553549,-0.5317220569967921,-0.34615084510204797,-0.9214195096859815,0.029362350230797443,0.05605294794548498,0.032344790742260744,5.490999951482212,0.053455454772295
2025-08-21,BNB,-0.5059868373532203,-0.5062627013757702,-0.5062132872106555,-0.5067423099032161,-0.5539840978162007,0.06768174755691014,-0.4870153406354926,0.2897700022728674,0.48366857904800675,0.5696218658535606,-3.44137701072772,-0.0350198699749789
2025-08-22,BNB,-0.5066569861981184,-0.5058820942905629,-0.5060816127049541,-0.5053722554967135,-0.4937786157196787,-0.19002661901459592,-0.4870153406354926,0.029362350230797443,0.05605294794548498,0.032344790742260744,7.290004524994642,0.070365304835925
2025-08-23,BNB,-0.5052862373747083,-0.505897124070931,-0.5052438904186813,-0.5058229725131618,-0.6507921225030008,1.6890861170762392,0.23699160778198897,0.029362350230797443,0.05605294794548498,0.032344790742260744,-2.235294117647057,-0.0226065546289139
2025-08-24,BNB,-0.5057371828386658,-0.5062081079088445,-0.5056166654848222,-0.505911594131093,-0.5727180397782519,0.3892356171807353,-0.26981325611024815,1.9135300241013398,1.877268027601066,2.2016614524007725,-0.4495606566310206,-0.004505742194114
2025-08-25,BNB,-0.5058258493747766,-0.5063343138587013,-0.5062391680617762,-0.5067456667826832,-0.5380760608911617,-0.13125386089102903,-0.704217425160737,0.029362350230797443,0.05605294794548498,0.032344790742260744,-4.250199566655266,-0.0434316421765604
2025-08-26,BNB,-0.5066605686844259,-0.5066209848166072,-0.5062959243142336,-0.5061967050938314,-0.7376054599406873,-0.3371039114711526,-0.6318167303189889,0.029362350230797443,0.05605294794548498,0.032344790742260744,2.9215249574217284,0.0287966182358315
2025-08-27,BNB,-0.5061111048470119,-0.5066393299897037,-0.5057662749663002,-0.5063851379279175,-0.8231812046301649,-0.18663401890301012,-0.41461464579374446,0.43441320519954996,1.4272353506647115,0.2528911324077812,-0.9743566006295112,-0.0097913451584215
2025-08-28,BNB,-0.5062996331889444,-0.5063142004761497,-0.5058087286431384,-0.5059782841365059,-0.6463023858179949,0.26480796927867034,-0.6318167303189889,0.029362350230797443,0.05605294794548498,0.032344790742260744,2.124477060789487,0.0210222465991806
2025-08-29,BNB,-0.5058927970876482,-0.5063955381110837,-0.5058309770941017,-0.5062262456331418,-0.7171960243813863,-0.1251794911674278,-0.4870153406354926,0.029362350230797443,0.05605294794548498,0.032344790742260744,-1.267850604174292,-0.012759564158824
2025-08-30,BNB,-0.5061406603590489,-0.5067034275824507,-0.5058028259928828,-0.5062316166402892,-1.0132182775545981,-0.16582607155195075,-1.2834229838947224,1.2957103841759847,3.422045100540088,0.39179827136288126,-0.0278151221547506,-0.0002781899127733
2025-08-31,BNB,-0.5061462579939043,-0.5066223109736986,-0.5056775081874567,-0.5063327706082308,-0.9690671187668903,-0.21910604854247398,-0.6318167303189889,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.5239972177138896,-0.0052537489791277
2025-09-01,BNB,-0.5062472393266971,-0.5065902621773251,-0.5060704884794724,-0.5065988592539891,-0.667751911560028,-0.34615084510204797,-0.7766181200024852,0.029362350230797443,0.05605294794548498,0.032344790742260744,-1.3856516874883429,-0.0139534145557008
2025-09-02,BNB,-0.5065139106512123,-0.5068714074806839,-0.5060434725033026,-0.5064639126994119,-0.8539752773710731,-0.276101730417115,-0.5594160354772407,1.8121459681992629,2.913046899613859,1.9931541204239729,0.7126059159290543,0.007100788780839
2025-09-03,BNB,-0.5063786717931038,-0.5067071850275428,-0.505862760595478,-0.5063969989020346,-0.9758273119443007,-0.34615084510204797,-0.1250118664267518,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.350848372485979,0.0035023433539057
2025-09-04,BNB,-0.5063117240802324,-0.5068676500355919,-0.5060461968034206,-0.506652345533498,-0.9535563189156947,-0.2578786212463114,-0.41461464579374446,0.029362350230797443,0.05605294794548498,0.032344790742260744,-1.3341752318144162,-0.0134315531234206
2025-09-05,BNB,-0.5065672001350365,-0.5068495258886772,-0.5060178186771919,-0.5065073283405197,-0.9286428525459298,-0.34615084510204797,-0.6318167303189889,0.27053197173644405,-0.14502165111607948,0.2598713064591639,0.7679544915856873,0.0076502073146865
2025-09-06,BNB,-0.5064221094395824,-0.50667756751917,-0.505849366119898,-0.5062569051322745,-0.8801829949855636,-0.30143314458362214,-0.6318167303189889,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.3160370701416069,0.0130745253735565
2025-09-07,BNB,-0.506171559303451,-0.5062531972499491,-0.5055912386837212,-0.5058272245604868,-0.8839365960975192,-0.17742553288584875,-0.9214195096859815,0.029362350230797443,0.05605294794548498,0.032344790742260744,2.22874853448174,0.0220427490398713
2025-09-08,BNB,-0.5057414370411559,-0.5062173910084836,-0.5053894134499824,-0.5058746684569551,-0.8196693239270498,-0.10647172483782627,-0.41461464579374446,2.2954105161452274,2.543769555189655,1.5407012033366954,-0.2407258110302401,-0.0024101602144518
2025-09-09,BNB,-0.5057893527955188,-0.5062432510717644,-0.5053505921733014,-0.5058355048631723,-0.8628536497514327,0.36981702035156333,-0.6318167303189889,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.1991918502077361,0.0019899372629595
2025-09-10,BNB,-0.5057501693515305,-0.5057419636912472,-0.5052191446926099,-0.5055257767843419,-0.650509283323661,0.1765357454229338,-0.5594160354772407,0.029362350230797443,0.05605294794548498,0.032344790742260744,1.5721912984209885,0.0155996039987963
2025-09-11,BNB,-0.5054400603805369,-0.5058005356294469,-0.5050708973611908,-0.5053245878082808,-0.7919366069023294,-0.2715782636016673,-0.19741256126849996,1.2256044059149385,2.9975703789145887,0.5843176327354849,1.005435390431031,0.0100041451519946
2025-09-12,BNB,-0.5052387694311338,-0.505244654782004,-0.5046631604435361,-0.504823965183755,-0.7194436300775275,0.1054526954658985,0.019789523256744504,0.029362350230797443,0.05605294794548498,0.032344790742260744,2.476941304131186,0.0244676243959006
2025-09-13,BNB,-0.5047378930642654,-0.5049374283891827,-0.5041988942984337,-0.5046290423826992,-0.687288935564501,0.9533765500209238,-0.3422139509519963,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.9411129119395012,0.0093671203431289
2025-09-14,BNB,-0.5045426475605062,-0.5049047165142635,-0.5041830025477456,-0.5047944246444447,-0.7843421977651375,-0.008409426374370758,-0.1250118664267518,1.553857537629135,2.01309749145885,1.3976772644809083,-0.7910426991789787,-0.0079418804024662
2025-09-15,BNB,-0.5047083375522284,-0.505122427303421,-0.504458837934689,-0.5049443652606415,-0.7752003749951132,-0.34615084510204797,-0.26981325611024815,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.7229019658617664,-0.0072552756343966
2025-09-16,BNB,-0.5048585780717495,-0.5045941747287139,-0.504321487803742,-0.5041355811010367,-0.6189683828341873,-0.33985030203767436,-0.3422139509519963,0.029362350230797443,0.05605294794548498,0.032344790742260744,3.92774855453637,0.038525746282588
2025-09-17,BNB,-0.504049160071647,-0.5037858819815573,-0.5036533531998122,-0.5033623798637831,-0.4836187705909946,0.5407071345437268,-0.26981325611024815,-1.4034708717050484,-1.3370663647029792,1.4501621088772245,3.613034112061575,0.0354929478161251
2025-09-18,BNB,-0.5032755669346196,-0.5035297126367515,-0.5029000842171961,-0.503564464007702,-0.5056116985232153,0.7488835394860808,-0.3422139509519963,0.029362350230797443,0.05605294794548498,0.032344790742260744,-0.9113755412238468,-0.0091555397496719
2025-09-19,BNB,-0.5034777535055995,-0.5036223226069617,-0.5030201804473963,-0.5035040401772943,-0.5401382665037916,0.035338959826459175,-0.26981325611024815,0.029362350230797443,0.05605294794548498,0.032344790742260744,0.2750106948603559,0.0027463323233209
