Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fear_greed_index,hash_rate,tx_count,miners_revenue,google_trend_score,time_frame,pct_change,log_return,close_norm,sentiment_mix
2023-01-01,-1.1402417316703548,-1.1522408357238414,-1.1365129184448823,-1.1489786809639826,-0.8793226929819663,BNB,26767261.7192,79606,0.18855983540496302,26.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,,,0.0356527261181166,
2023-01-02,-1.1482223848993323,-1.1470758153547074,-1.148832448337223,-1.1454419783677714,-0.7208919353600427,BNB,42566621.7265,118257,0.09001916607853669,27.0,-2.7078264398145513,-2.961029597472712,-2.9256589681727183,,1d,0.3273322422258529,0.003267976764616,0.0363784813571622,
2023-01-03,-1.1446754279086755,-1.1509495806315577,-1.1319501295958674,-1.1414631879470338,-0.8654361626418164,BNB,28259473.5323,98320,-0.031072039372312715,26.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,0.3670473083197345,0.0036637533349538,0.0371949560010886,
2023-01-04,-1.140685101294187,-1.0906910096583289,-1.1264747829770494,-1.0848759464076538,-0.23422821255937434,BNB,94459376.8191,193907,0.20453693589797528,29.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,5.201137748882556,0.0507039293604816,0.0488070398258187,
2023-01-05,-1.0843771590675118,-1.0984385402120298,-1.0826720100265055,-1.0946018785472347,-0.7905859047567724,BNB,37361134.4044,110069,-1.6034013233187763,29.0,-2.772700334797207,-2.320858697093953,-2.8291757698342344,,1d,-0.8497489378138212,-0.0085337988803971,0.0468112129184432,
2023-01-06,-1.0941312907918177,-1.0919822647506126,-1.0872347988755204,-1.0804550681623897,-0.656422886641978,BNB,51368774.9927,133584,-0.8835644728207451,26.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,1.246591351772497,0.0123888537703498,0.0497142338746257,
2023-01-07,-1.0799434628291908,-1.0782088770995888,-1.0635082968606424,-1.0742658386190198,-0.8652065000150927,BNB,30088933.4458,101015,-0.8063570367241883,25.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,0.5386687187380002,0.0053722308791224,0.0509843055429556,
2023-01-08,-1.0737362880955414,-1.0239761632236828,-1.0603143446663317,-1.0141418944834286,-0.562824545159245,BNB,63256842.6863,159558,-0.6061411431174686,25.0,-2.82661215201126,-2.972018063690947,-2.9406753559435326,,1d,5.204745503252961,0.0507382226446331,0.0633221446067313,
2023-01-09,-1.0134380192543777,-0.9938468777370684,-1.009211109557364,-1.0243099144475358,-0.06646390528928621,BNB,121659068.738,296847,0.1206951990251203,25.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,-0.8366678792287918,-0.0084018759087676,0.0612355982944752,
2023-01-10,-1.0236355206025154,-1.0140765408495094,-1.0142301772912805,-1.0044159623438476,-0.506807667272925,BNB,71544603.7047,193227,0.1749564755566268,26.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,1.650770359501097,0.0163729326065004,0.0653179715141068,
2023-01-11,-1.0032405179062396,-0.9757693064450998,-0.9964353007801218,-0.9703751998553142,-0.4915377302041857,BNB,74166049.4177,185244,-0.598502567452886,26.0,-2.907479877832338,-2.217203817272814,-2.9516269655127116,,1d,2.778780223745936,0.0274087276688879,0.072303365689921,
2023-01-12,-0.9691010568711688,-0.9718955411682493,-0.9763590298444559,-0.9575546529440485,-0.18101126119415595,BNB,111464592.0418,279121,0.19277474667788147,30.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,1.0182584269662789,0.0101310910196813,0.0749342284314614,
2023-01-13,-0.956243337780038,-0.940044582225257,-0.94715718121076,-0.931029383472464,-0.37411963478429683,BNB,90714499.3465,254385,-0.6117711690053302,31.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,2.085505735140769,0.0206405676470721,0.0803773927243037,
2023-01-14,-0.930084529973945,-0.8608476032318706,-0.9097423126488368,-0.8806313714764535,0.5983560646901784,BNB,215777694.13,544551,0.922350020333254,46.0,-2.5840089745480235,-1.9308385032315925,-2.134678433545688,,1d,3.8815117466803,0.0380807535180497,0.090719404880704,
2023-01-15,-0.8790970232332548,-0.8965723274517132,-0.9156739381525564,-0.8934519183877194,-0.435620134576056,BNB,86365136.017,269807,0.3452723668121379,52.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,-0.9505080301540624,-0.0095505418839849,0.0880885421391635,
2023-01-16,-0.8923981119482174,-0.8879639601698234,-0.9097423126488368,-0.9075987287725644,-0.28141894274436924,BNB,105546343.5522,282785,0.20453693589797528,45.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,-1.0589013898080757,-0.0106454764479527,0.085185521182981,
2023-01-17,-0.9065859399108442,-0.8978635825439968,-0.90152929272061,-0.9058303774744589,-0.45716328553775,BNB,84301030.8981,242595,0.20453693589797528,51.0,-2.570524428510239,-1.9457413706870568,-2.341361411836446,,1d,0.1337792642140289,0.0013368985948413,0.0855483988025038,
2023-01-18,-0.904812461415516,-0.9000156743644692,-0.9644957788370168,-0.9619755311893126,0.3871141188366392,BNB,182302178.0608,424163,0.20453693589797528,52.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,-4.241816967267864,-0.0433440990962037,0.0740270343826544,
2023-01-19,-0.9611204036421911,-0.9421966740457294,-0.9416818345919418,-0.9270505930517262,-0.6167548618774242,BNB,62586318.1561,188757,-0.26450508571831427,45.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,2.755493547261967,0.0271821311392059,0.08119386736823,
2023-01-20,-0.926094203359456,-0.8995852560003749,-0.9394004401674343,-0.8806313714764535,-0.10111737399439763,BNB,124835179.1299,273051,0.1924399883818374,51.0,-2.9271728488084734,-2.11067070124783,-2.693039041924678,,1d,3.5641547861507084,0.035021087694094,0.090719404880704,
2023-01-21,-0.8795403928570867,-0.8802164296161227,-0.8855595317490574,-0.9075987287725644,0.10723696515285602,BNB,154262036.4891,335988,0.6497046044918493,53.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,-1.999344477220588,-0.0201960183319375,0.085185521182981,
2023-01-22,-0.9061425702870121,-0.8737601541547053,-0.8851032528641559,-0.8899152157915081,-0.18778994376767782,BNB,118074364.3441,296818,0.6028993081904152,53.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,1.3377926421404671,0.0132892321186827,0.0888142973782091,
2023-01-23,-0.8884077853337284,-0.8892552152621069,-0.8746088385114213,-0.8806313714764535,-0.4028235792645993,BNB,92048016.7507,263527,0.520685713939229,50.0,-2.5408037268187202,-2.137700537242161,-2.0925879494896598,,1d,0.6930693069306937,0.0069067862132548,0.090719404880704,
2023-01-24,-0.8790970232332548,-0.8216795320992718,-0.8819093006698454,-0.901851587053721,0.40863405575082856,BNB,197286790.1894,403898,1.0413413782908882,52.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,-1.5732546705998107,-0.0158576167333394,0.0863648734464302,
2023-01-25,-0.900822134801027,-0.8625692766882485,-0.9083734759941324,-0.8726737906349784,-0.043170371084119,BNB,135182951.9563,317506,0.20453693589797528,51.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,2.19780219780219,0.0217399866364058,0.0923523541685566,
2023-01-26,-0.8715597396281093,-0.8819381030725006,-0.8709586074322093,-0.8823997227745592,-0.30282173015843133,BNB,104832628.0488,263764,0.20453693589797528,54.0,-2.5853847793559996,-2.1050293582882937,-2.1241134495226683,,1d,-0.7168458781361964,-0.007194275634027,0.0903565272611811,
2023-01-27,-0.880870501728583,-0.8776339194315557,-0.8837344162094514,-0.8678108245651878,-0.4786175557583804,BNB,82710629.2353,240434,0.20453693589797528,55.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,1.0830324909747224,0.010772096981911,0.0933502676222443,
2023-01-28,-0.8666826737659563,-0.8642909501446263,-0.8618330297341793,-0.8762104932311894,-0.582110398579097,BNB,70543615.9629,186520,0.20453693589797528,52.0,-9.480155849836325e-16,-7.446017643656765e-16,9.66772899779872e-16,,1d,-0.6168831168831046,-0.0061879370222075,0.091626598929511,
2023-01-29,-0.8746633269949339,-0.8345920830221065,-0.8563576831153613,-0.8271387447087584,-0.08411270794070684,BNB,135402894.4623,262551,0.20453693589797528,55.0,-2.4154912239130795,-2.5870379812255417,-1.9714046334828759,,1d,3.626265926167904,0.0356206438093259,0.1016964528712691,
